claim_id,benchmark,domain,evidence_role,point_predictor,predictor_initialization,prediction_archive,reference_population,operational_population,operational_threshold_m,selection_information,interval_rule,nonconformity_score,miscoverage_alpha,quantile_rule,calibration_role,calibration_units,calibration_weighting,evaluation_role,evaluation_units,reporting_unit,coverage_aggregation,full_coverage,selected_coverage,estimand,population_effect,population_ci_lower,population_ci_upper,resampling,bootstrap_replicates,bootstrap_seed,calibrator_refit_in_bootstrap,claim_boundary
RQ1-UFC-BerlinI,UrbanFloodCast,Berlin I,prespecified external evaluation,forcing-aware DNO,seed 42,fixed seed-42 calibration/test H-prediction archive; field mu_h_aware,all valid cell-times across 24 forecast leads,prediction-selected cell-times with predicted H >= 0.30 m,0.30,prediction only; target residuals and interval endpoints do not define membership,"two-sided global absolute-residual band [mu-q, mu+q]",absolute H residual |y-mu| in physical metres,0.10,"finite-sample pooled-score order statistic at rank ceil((n+1)(1-alpha)), capped at n",provider Valid / public calibration,13 rainfall events; all 24 leads and 47397 valid cells,pooled valid cell-times with one global q,provider Test / public evaluation,12 held-out rainfall events,rainfall event,equal event-macro mean after within-event cell-time coverage,0.8929875425777065,0.7541887132994815,full-field minus prediction-selected coverage,0.13879882927822507,0.08708724291008015,0.18672559091954888,paired rainfall-event bootstrap on the 12 within-event contrasts,2000,20260731,false,empirical external comparison conditional on the fixed seed-42 predictor and calibration archive; not an event-conditional coverage guarantee
